"","drug","model.id","response_type","value"
"3872","WATER","M5.1.F531","best.average.response","34.8099"
"3873","WATER","M5.1.F531","slope","87.4459"
"3874","WATER","M5.1.F531","AUC","648.2926"
"3875","WATER","M5.1.F531","survival","55.0000"
"3876","CX5461","M15.1.F531","mRECIST","PD"
"3877","CX5461","M15.1.F531","best.average.response","20.9154"
"3878","CX5461","M15.1.F531","slope","85.7519"
"3879","CX5461","M15.1.F531","AUC","351.8320"
"3880","CX5461","M15.1.F531","survival","34.0000"
"3881","CDX-011","M25.1.F531","mRECIST","PD"
"3882","CDX-011","M25.1.F531","best.average.response","74.9187"
"3883","CDX-011","M25.1.F531","slope","87.0178"
"3884","CDX-011","M25.1.F531","AUC","421.8089"
"3885","CDX-011","M25.1.F531","survival","28.0000"
"3886","TAXOL + CFI-402257","M5.1.F532","mRECIST","PR"
"3887","TAXOL + CFI-402257","M5.1.F532","best.average.response","-29.0800"
"3888","TAXOL + CFI-402257","M5.1.F532","slope","-58.9306"
"3889","TAXOL + CFI-402257","M5.1.F532","AUC","89.1926"
"3890","TAXOL + CFI-402257","M5.1.F532","survival","88.0000"
"3891","TAXOL","M15.1.F532","mRECIST","PR"
"3892","TAXOL","M15.1.F532","best.average.response","-25.4397"
"3893","TAXOL","M15.1.F532","slope","-67.5818"
"3894","TAXOL","M15.1.F532","AUC","151.5903"
"3895","TAXOL","M15.1.F532","survival","172.0000"
"3896","CDX-011","M25.1.F532","mRECIST","PR"
"3897","CDX-011","M25.1.F532","best.average.response","-46.1003"
"3898","CDX-011","M25.1.F532","slope","-67.9785"
"3899","CDX-011","M25.1.F532","AUC","53.7201"
"3900","CDX-011","M25.1.F532","survival","103.0000"
"3901","CX5461","M5.1.F533","mRECIST","PD"
"3902","CX5461","M5.1.F533","best.average.response","36.6839"
"3903","CX5461","M5.1.F533","slope","87.1645"
"3904","CX5461","M5.1.F533","AUC","552.9832"
"3905","CX5461","M5.1.F533","survival","34.0000"
"3906","CARBOPLATIN","M15.1.F533","mRECIST","PD"
"3907","CARBOPLATIN","M15.1.F533","best.average.response","40.6833"
"3908","CARBOPLATIN","M15.1.F533","slope","84.7948"
"3909","CARBOPLATIN","M15.1.F533","AUC","440.7179"
"3910","CARBOPLATIN","M15.1.F533","survival","34.0000"
"3911","CFI-400945","M5.1.F534","mRECIST","PR"
"3912","CFI-400945","M5.1.F534","best.average.response","-28.4189"
"3913","CFI-400945","M5.1.F534","slope","-55.8065"
"3914","CFI-400945","M5.1.F534","AUC","70.9771"
"3915","CFI-400945","M5.1.F534","survival","76.0000"
"3916","ERIBULIN","M15.1.F534","mRECIST","SD"
"3917","ERIBULIN","M15.1.F534","best.average.response","-6.5109"
"3918","ERIBULIN","M15.1.F534","slope","37.7646"
"3919","ERIBULIN","M15.1.F534","AUC","139.2263"
"3920","ERIBULIN","M15.1.F534","survival","90.0000"
"3921","WATER","M5.1.F535","mRECIST","PD"
"3922","WATER","M5.1.F535","best.average.response","82.6834"
"3923","WATER","M5.1.F535","slope","85.2275"
"3924","WATER","M5.1.F535","AUC","352.8550"
"3925","WATER","M5.1.F535","survival","31.0000"
"3926","CFI-400945","M15.1.F535","mRECIST","PD"
"3927","CFI-400945","M15.1.F535","best.average.response","19.3729"
"3928","CFI-400945","M15.1.F535","slope","85.5391"
"3929","CFI-400945","M15.1.F535","AUC","496.2781"
"3930","CFI-400945","M15.1.F535","survival","45.0000"
"3931","CFI-400945","M25.1.F535","mRECIST","PD"
"3932","CFI-400945","M25.1.F535","best.average.response","85.1187"
"3933","CFI-400945","M25.1.F535","slope","82.6963"
"3934","CFI-400945","M25.1.F535","AUC","238.6862"
"3935","CFI-400945","M25.1.F535","survival","31.0000"
"3936","CFI-400945","M5.1.F536","mRECIST","PR"
"3937","CFI-400945","M5.1.F536","best.average.response","-40.6396"
"3938","CFI-400945","M5.1.F536","slope","-63.1228"
"3939","CFI-400945","M5.1.F536","AUC","133.9971"
"3940","CFI-400945","M5.1.F536","survival","76.0000"
"3941","CFI-400945","M5.1.F537","mRECIST","PD"
"3942","CFI-400945","M5.1.F537","best.average.response","41.1142"
"3943","CFI-400945","M5.1.F537","slope","83.9148"
"3944","CFI-400945","M5.1.F537","AUC","457.0572"
"3945","CFI-400945","M5.1.F537","survival","31.0000"
"3946","WATER","M5.1.F538","mRECIST","SD"
"3947","WATER","M5.1.F538","best.average.response","9.0102"
"3948","WATER","M5.1.F538","slope","83.4931"
"3949","WATER","M5.1.F538","AUC","355.2627"
"3950","WATER","M5.1.F538","survival","49.0000"
"3951","ERIBULIN","M15.1.F538","mRECIST","PR"
"3952","ERIBULIN","M15.1.F538","best.average.response","-39.3662"
"3953","ERIBULIN","M15.1.F538","slope","-66.2317"
"3954","ERIBULIN","M15.1.F538","AUC","102.8201"
"3955","ERIBULIN","M15.1.F538","survival","224.0000"
"3956","WATER","M5.1.F539","mRECIST","SD"
"3957","WATER","M5.1.F539","best.average.response","23.9494"
"3958","WATER","M5.1.F539","slope","73.6218"
"3959","WATER","M5.1.F539","AUC","245.1557"
"3960","WATER","M5.1.F539","survival","62.0000"
"3961","CFI-400945","M15.1.F539","mRECIST","PR"
"3962","CFI-400945","M15.1.F539","best.average.response","-27.3927"
"3963","CFI-400945","M15.1.F539","slope","-45.9425"
"3964","CFI-400945","M15.1.F539","AUC","86.4589"
"3965","CFI-400945","M15.1.F539","survival","90.0000"
"3966","CARBOPLATIN","M25.1.F539","mRECIST","SD"
"3967","CARBOPLATIN","M25.1.F539","best.average.response","12.0754"
"3968","CARBOPLATIN","M25.1.F539","slope","73.2385"
"3969","CARBOPLATIN","M25.1.F539","AUC","274.5530"
"3970","CARBOPLATIN","M25.1.F539","survival","104.0000"
"3971","CFI-400945","M5.1.F540","mRECIST","SD"
"3972","CFI-400945","M5.1.F540","best.average.response","-25.7179"
"3973","CFI-400945","M5.1.F540","slope","71.6019"
"3974","CFI-400945","M5.1.F540","AUC","162.2813"
"3975","CFI-400945","M5.1.F540","survival","69.0000"
"3976","CFI-400945","M15.1.F540","mRECIST","SD"
"3977","CFI-400945","M15.1.F540","best.average.response","0.4598"
"3978","CFI-400945","M15.1.F540","slope","67.4062"
"3979","CFI-400945","M15.1.F540","AUC","167.3761"
"3980","CFI-400945","M15.1.F540","survival","62.0000"
"3981","TAXOL","M5.1.F542","mRECIST","PD"
"3982","TAXOL","M5.1.F542","best.average.response","47.7631"
"3983","TAXOL","M5.1.F542","slope","83.2982"
"3984","TAXOL","M5.1.F542","AUC","227.6028"
"3985","TAXOL","M5.1.F542","survival","29.0000"
"3986","TAXOL + CFI-402257","M5.1.F543","mRECIST","SD"
"3987","TAXOL + CFI-402257","M5.1.F543","best.average.response","-19.8481"
"3988","TAXOL + CFI-402257","M5.1.F543","slope","-47.4399"
"3989","TAXOL + CFI-402257","M5.1.F543","AUC","158.6031"
"3990","TAXOL + CFI-402257","M5.1.F543","survival","41.0000"
"3991","CFI-402257","M5.1.F544","mRECIST","PD"
"3992","CFI-402257","M5.1.F544","best.average.response","12.6069"
"3993","CFI-402257","M5.1.F544","slope","82.5829"
"3994","CFI-402257","M5.1.F544","AUC","221.7417"
"3995","CFI-402257","M5.1.F544","survival","41.0000"
"3996","TAXOL + CFI-402257","M15.1.F544","mRECIST","CR"
"3997","TAXOL + CFI-402257","M15.1.F544","best.average.response","-78.9604"
"3998","TAXOL + CFI-402257","M15.1.F544","slope","-76.7559"
"3999","TAXOL + CFI-402257","M15.1.F544","AUC","24.7352"
"4000","TAXOL + CFI-402257","M15.1.F544","survival","208.0000"
"4001","TAXOL","M25.1.F544","mRECIST","CR"
"4002","TAXOL","M25.1.F544","best.average.response","-66.0119"
"4003","TAXOL","M25.1.F544","slope","-65.4367"
"4004","TAXOL","M25.1.F544","AUC","26.5330"
"4005","TAXOL","M25.1.F544","survival","180.0000"
"4006","WATER","M5.1.F545","mRECIST","PD"
"4007","WATER","M5.1.F545","best.average.response","93.3923"
"4008","WATER","M5.1.F545","slope","87.6724"
"4009","WATER","M5.1.F545","AUC","540.0888"
"4010","WATER","M5.1.F545","survival","34.0000"
"4011","WATER","M5.1.F546","mRECIST","PD"
"4012","WATER","M5.1.F546","best.average.response","88.1289"
"4013","WATER","M5.1.F546","slope","83.0411"
"4014","WATER","M5.1.F546","AUC","359.0521"
"4015","WATER","M5.1.F546","survival","84.0000"
"4016","TAXOL","M5.1.F547","mRECIST","SD"
"4017","TAXOL","M5.1.F547","best.average.response","26.8572"
"4018","TAXOL","M5.1.F547","slope","74.4313"
"4019","TAXOL","M5.1.F547","AUC","151.2002"
"4020","TAXOL","M5.1.F547","survival","30.0000"
"4021","ERIBULIN","M15.1.F547","mRECIST","CR"
"4022","ERIBULIN","M15.1.F547","best.average.response","-74.3826"
"4023","ERIBULIN","M15.1.F547","slope","-74.9155"
"4024","ERIBULIN","M15.1.F547","AUC","22.1628"
"4025","ERIBULIN","M15.1.F547","survival","139.0000"
"4026","CARBOPLATIN","M25.1.F547","mRECIST","PD"
"4027","CARBOPLATIN","M25.1.F547","best.average.response","59.3963"
"4028","CARBOPLATIN","M25.1.F547","slope","82.8993"
"4029","CARBOPLATIN","M25.1.F547","AUC","230.9739"
"4030","CARBOPLATIN","M25.1.F547","survival","30.0000"
"4031","WATER","M5.1.F548","mRECIST","PD"
"4032","WATER","M5.1.F548","best.average.response","29.7038"
"4033","WATER","M5.1.F548","slope","85.7898"
"4034","WATER","M5.1.F548","AUC","514.9166"
"4035","WATER","M5.1.F548","survival","68.0000"
"4036","WATER","M5.1.F549","mRECIST","PD"
"4037","WATER","M5.1.F549","best.average.response","198.3697"
"4038","WATER","M5.1.F549","slope","88.8651"
"4039","WATER","M5.1.F549","AUC","649.2716"
"4040","WATER","M5.1.F549","survival","23.0000"
"4041","CFI-402257","M15.1.F549","mRECIST","PD"
"4042","CFI-402257","M15.1.F549","best.average.response","66.1512"
"4043","CFI-402257","M15.1.F549","slope","87.5083"
"4044","CFI-402257","M15.1.F549","AUC","486.9810"
"4045","CFI-402257","M15.1.F549","survival","30.0000"
"4046","TAXOL + CFI-402257","M5.1.F552","mRECIST","CR"
"4047","TAXOL + CFI-402257","M5.1.F552","best.average.response","-71.7980"
"4048","TAXOL + CFI-402257","M5.1.F552","slope","-74.3383"
"4049","TAXOL + CFI-402257","M5.1.F552","AUC","25.3468"
"4050","TAXOL + CFI-402257","M5.1.F552","survival","252.0000"
"4051","CFI-402257","M5.1.F553","mRECIST","PD"
"4052","CFI-402257","M5.1.F553","best.average.response","22.5124"
"4053","CFI-402257","M5.1.F553","slope","73.8335"
"4054","CFI-402257","M5.1.F553","AUC","185.5212"
"4055","CFI-402257","M5.1.F553","survival","29.0000"
"4056","BMN673","M15.1.F553","mRECIST","SD"
"4057","BMN673","M15.1.F553","best.average.response","7.6474"
"4058","BMN673","M15.1.F553","slope","30.6683"
"4059","BMN673","M15.1.F553","AUC","142.9483"
"4060","BMN673","M15.1.F553","survival","111.0000"
"4061","WATER","M5.1.F554","mRECIST","PD"
"4062","WATER","M5.1.F554","best.average.response","32.7494"
"4063","WATER","M5.1.F554","slope","83.3636"
"4064","WATER","M5.1.F554","AUC","337.2970"
"4065","WATER","M5.1.F554","survival","62.0000"
"4066","WATER","M6.2.F554","mRECIST","PD"
"4067","WATER","M6.2.F554","best.average.response","44.5293"
"4068","WATER","M6.2.F554","slope","84.3772"
"4069","WATER","M6.2.F554","AUC","378.5377"
"4070","WATER","M6.2.F554","survival","62.0000"
"4071","WATER","M7.3.F554","mRECIST","SD"
"4072","WATER","M7.3.F554","best.average.response","0.2102"
"4073","WATER","M7.3.F554","slope","80.9946"
"4074","WATER","M7.3.F554","AUC","292.9187"
"4075","WATER","M7.3.F554","survival","82.0000"
"4076","CFI-402257","M15.1.F554","mRECIST","SD"
"4077","CFI-402257","M15.1.F554","best.average.response","21.5460"
"4078","CFI-402257","M15.1.F554","slope","50.5553"
"4079","CFI-402257","M15.1.F554","AUC","167.4801"
"4080","CFI-402257","M15.1.F554","survival","62.0000"
"4081","CFI-400945","M25.1.F554","mRECIST","SD"
"4082","CFI-400945","M25.1.F554","best.average.response","28.7923"
"4083","CFI-400945","M25.1.F554","slope","62.3824"
"4084","CFI-400945","M25.1.F554","AUC","189.5763"
"4085","CFI-400945","M25.1.F554","survival","62.0000"
"4086","BMN673","M35.1.F554","mRECIST","SD"
"4087","BMN673","M35.1.F554","best.average.response","6.1704"
"4088","BMN673","M35.1.F554","slope","45.2830"
"4089","BMN673","M35.1.F554","AUC","193.4856"
"4090","BMN673","M35.1.F554","survival","62.0000"
"4091","BMN673","M36.2.F554","mRECIST","SD"
"4092","BMN673","M36.2.F554","best.average.response","6.0058"
"4093","BMN673","M36.2.F554","slope","46.7464"
"4094","BMN673","M36.2.F554","AUC","124.4330"
"4095","BMN673","M36.2.F554","survival","62.0000"
"4096","ERIBULIN","M45.1.F554","mRECIST","CR"
"4097","ERIBULIN","M45.1.F554","best.average.response","-64.4816"
"4098","ERIBULIN","M45.1.F554","slope","-72.8731"
"4099","ERIBULIN","M45.1.F554","AUC","36.3386"
"4100","ERIBULIN","M45.1.F554","survival","132.0000"
"4101","ERIBULIN","M46.2.F554","mRECIST","CR"
"4102","ERIBULIN","M46.2.F554","best.average.response","-69.6589"
"4103","ERIBULIN","M46.2.F554","slope","-68.5903"
"4104","ERIBULIN","M46.2.F554","AUC","23.5877"
"4105","ERIBULIN","M46.2.F554","survival","201.0000"
"4106","WATER","M5.1.F555","mRECIST","PD"
"4107","WATER","M5.1.F555","best.average.response","70.5012"
"4108","WATER","M5.1.F555","slope","87.8085"
"4109","WATER","M5.1.F555","AUC","573.9823"
"4110","WATER","M5.1.F555","survival","33.0000"
"4111","TAXOL + CFI-402257","M15.1.F555","mRECIST","PD"
"4112","TAXOL + CFI-402257","M15.1.F555","best.average.response","30.7727"
"4113","TAXOL + CFI-402257","M15.1.F555","slope","85.5989"
"4114","TAXOL + CFI-402257","M15.1.F555","AUC","408.6594"
"4115","TAXOL + CFI-402257","M15.1.F555","survival","29.0000"
"4116","TAXOL + CFI-402257","M16.2.F555","mRECIST","PD"
"4117","TAXOL + CFI-402257","M16.2.F555","best.average.response","29.4231"
"4118","TAXOL + CFI-402257","M16.2.F555","slope","78.6626"
"4119","TAXOL + CFI-402257","M16.2.F555","AUC","196.1938"
"4120","TAXOL + CFI-402257","M16.2.F555","survival","29.0000"
"4121","ERIBULIN","M5.1.F556","mRECIST","PR"
"4122","ERIBULIN","M5.1.F556","best.average.response","-25.8105"
"4123","ERIBULIN","M5.1.F556","slope","-77.4040"
"4124","ERIBULIN","M5.1.F556","AUC","154.9189"
"4125","ERIBULIN","M5.1.F556","survival","27.0000"
"4126","TAXOL + CFI-402257","M5.1.F557","mRECIST","CR"
"4127","TAXOL + CFI-402257","M5.1.F557","best.average.response","-79.3343"
"4128","TAXOL + CFI-402257","M5.1.F557","slope","-71.8192"
"4129","TAXOL + CFI-402257","M5.1.F557","AUC","17.8729"
"4130","TAXOL + CFI-402257","M5.1.F557","survival","278.0000"
"4131","CX5461","M15.1.F557","mRECIST","SD"
"4132","CX5461","M15.1.F557","best.average.response","-22.6685"
"4133","CX5461","M15.1.F557","slope","55.4778"
"4134","CX5461","M15.1.F557","AUC","149.4484"
"4135","CX5461","M15.1.F557","survival","57.0000"
"4136","TAXOL + CFI-402257","M5.1.F558","mRECIST","CR"
"4137","TAXOL + CFI-402257","M5.1.F558","best.average.response","-59.5486"
"4138","TAXOL + CFI-402257","M5.1.F558","slope","-68.2938"
"4139","TAXOL + CFI-402257","M5.1.F558","AUC","30.3773"
"4140","TAXOL + CFI-402257","M5.1.F558","survival","259.0000"
"4141","CX5461","M15.1.F558","mRECIST","SD"
"4142","CX5461","M15.1.F558","best.average.response","0.0415"
"4143","CX5461","M15.1.F558","slope","59.8940"
"4144","CX5461","M15.1.F558","AUC","150.5886"
"4145","CX5461","M15.1.F558","survival","42.0000"
"4146","ERIBULIN","M5.1.F559","mRECIST","PD"
"4147","ERIBULIN","M5.1.F559","best.average.response","39.5728"
"4148","ERIBULIN","M5.1.F559","slope","88.0052"
"4149","ERIBULIN","M5.1.F559","AUC","543.2547"
"4150","ERIBULIN","M5.1.F559","survival","26.0000"
"4151","WATER","M5.1.F560","mRECIST","PD"
"4152","WATER","M5.1.F560","best.average.response","44.9562"
"4153","WATER","M5.1.F560","slope","83.6288"
"4154","WATER","M5.1.F560","AUC","231.2210"
"4155","WATER","M5.1.F560","survival","26.0000"
"4156","CFI-400945","M15.1.F560","mRECIST","PD"
"4157","CFI-400945","M15.1.F560","best.average.response","87.6729"
"4158","CFI-400945","M15.1.F560","slope","87.6727"
"4159","CFI-400945","M15.1.F560","AUC","461.5065"
"4160","CFI-400945","M15.1.F560","survival","26.0000"
"4161","CFI-400945","M16.2.F560","mRECIST","PD"
"4162","CFI-400945","M16.2.F560","best.average.response","45.0693"
"4163","CFI-400945","M16.2.F560","slope","80.7809"
"4164","CFI-400945","M16.2.F560","AUC","178.1472"
"4165","CFI-400945","M16.2.F560","survival","26.0000"
"4166","CARBOPLATIN","M5.1.F561","mRECIST","SD"
"4167","CARBOPLATIN","M5.1.F561","best.average.response","-7.1448"
"4168","CARBOPLATIN","M5.1.F561","slope","-9.4407"
"4169","CARBOPLATIN","M5.1.F561","AUC","121.5162"
"4170","CARBOPLATIN","M5.1.F561","survival","43.0000"
"4171","CFI-402257","M5.1.F563","mRECIST","PD"
"4172","CFI-402257","M5.1.F563","best.average.response","14.8505"
"4173","CFI-402257","M5.1.F563","slope","77.2696"
"4174","CFI-402257","M5.1.F563","AUC","194.6468"
"4175","CFI-402257","M5.1.F563","survival","26.0000"
"4176","WATER","M5.1.F564","mRECIST","PD"
"4177","WATER","M5.1.F564","best.average.response","20.5068"
"4178","WATER","M5.1.F564","slope","82.0829"
"4179","WATER","M5.1.F564","AUC","324.2953"
"4180","WATER","M5.1.F564","survival","70.0000"
"4181","TAXOL","M5.1.F565","mRECIST","PR"
"4182","TAXOL","M5.1.F565","best.average.response","-35.2529"
"4183","TAXOL","M5.1.F565","slope","-67.4353"
"4184","TAXOL","M5.1.F565","AUC","82.6683"
"4185","TAXOL","M5.1.F565","survival","56.0000"
"4186","CX5461","M5.1.F566","mRECIST","SD"
"4187","CX5461","M5.1.F566","best.average.response","-1.3716"
"4188","CX5461","M5.1.F566","slope","75.9029"
"4189","CX5461","M5.1.F566","AUC","299.8962"
"4190","CX5461","M5.1.F566","survival","48.0000"
"4191","CDX-011","M5.1.F567","mRECIST","SD"
"4192","CDX-011","M5.1.F567","best.average.response","-3.7669"
"4193","CDX-011","M5.1.F567","slope","-46.6241"
"4194","CDX-011","M5.1.F567","AUC","93.1635"
"4195","CDX-011","M5.1.F567","survival","110.0000"
"4196","WATER","M5.1.F569","mRECIST",NA
"4197","WATER","M5.1.F569","best.average.response","NA"
"4198","WATER","M5.1.F569","slope","89.1539"
"4199","WATER","M5.1.F569","AUC","620.5216"
"4200","WATER","M5.1.F569","survival","13.0000"
"4201","ERIBULIN","M15.1.F569","mRECIST","PD"
"4202","ERIBULIN","M15.1.F569","best.average.response","23.5986"
"4203","ERIBULIN","M15.1.F569","slope","88.0401"
"4204","ERIBULIN","M15.1.F569","AUC","638.8903"
"4205","ERIBULIN","M15.1.F569","survival","28.0000"
"4206","TAXOL VEHICLE","M5.1.F570","mRECIST","SD"
"4207","TAXOL VEHICLE","M5.1.F570","best.average.response","7.1175"
"4208","TAXOL VEHICLE","M5.1.F570","slope","78.1134"
"4209","TAXOL VEHICLE","M5.1.F570","AUC","217.0980"
"4210","TAXOL VEHICLE","M5.1.F570","survival","85.0000"
"4211","TAXOL + CFI-402257","M15.1.F570","mRECIST","PD"
"4212","TAXOL + CFI-402257","M15.1.F570","best.average.response","24.7064"
"4213","TAXOL + CFI-402257","M15.1.F570","slope","84.1439"
"4214","TAXOL + CFI-402257","M15.1.F570","AUC","288.3338"
"4215","TAXOL + CFI-402257","M15.1.F570","survival","22.0000"
"4216","TAXOL","M5.1.F571","mRECIST","PD"
"4217","TAXOL","M5.1.F571","best.average.response","36.6989"
"4218","TAXOL","M5.1.F571","slope","82.5475"
"4219","TAXOL","M5.1.F571","AUC","208.6957"
"4220","TAXOL","M5.1.F571","survival","20.0000"
"4221","TAXOL VEHICLE","M5.1.F574","mRECIST","PD"
"4222","TAXOL VEHICLE","M5.1.F574","best.average.response","20.0073"
"4223","TAXOL VEHICLE","M5.1.F574","slope","86.5236"
"4224","TAXOL VEHICLE","M5.1.F574","AUC","278.4899"
"4225","TAXOL VEHICLE","M5.1.F574","survival","20.0000"
"4226","WATER","M5.1.F575","mRECIST","PD"
"4227","WATER","M5.1.F575","best.average.response","35.2084"
"4228","WATER","M5.1.F575","slope","87.5929"
"4229","WATER","M5.1.F575","AUC","586.6177"
"4230","WATER","M5.1.F575","survival","35.0000"
"4231","BMN673","M15.1.F575","mRECIST","SD"
"4232","BMN673","M15.1.F575","best.average.response","-7.5013"
"4233","BMN673","M15.1.F575","slope","68.7901"
"4234","BMN673","M15.1.F575","AUC","166.8432"
"4235","BMN673","M15.1.F575","survival","35.0000"
"4236","CX5461","M5.1.F576","mRECIST","SD"
"4237","CX5461","M5.1.F576","best.average.response","22.7622"
"4238","CX5461","M5.1.F576","slope","62.7082"
"4239","CX5461","M5.1.F576","AUC","256.2586"
"4240","CX5461","M5.1.F576","survival","32.0000"
"4241","CFI-402257","M5.1.F578","mRECIST","SD"
"4242","CFI-402257","M5.1.F578","best.average.response","0.4277"
"4243","CFI-402257","M5.1.F578","slope","77.9590"
"4244","CFI-402257","M5.1.F578","AUC","189.2377"
"4245","CFI-402257","M5.1.F578","survival","42.0000"
"4246","TAXOL","M5.1.F579","mRECIST","PR"
"4247","TAXOL","M5.1.F579","best.average.response","-45.8447"
"4248","TAXOL","M5.1.F579","slope","-52.9969"
"4249","TAXOL","M5.1.F579","AUC","56.7771"
"4250","TAXOL","M5.1.F579","survival","76.0000"
"4251","CARBOPLATIN","M15.1.F579","mRECIST","CR"
"4252","CARBOPLATIN","M15.1.F579","best.average.response","-62.2149"
"4253","CARBOPLATIN","M15.1.F579","slope","-69.6052"
"4254","CARBOPLATIN","M15.1.F579","AUC","32.4433"
"4255","CARBOPLATIN","M15.1.F579","survival","76.0000"
"4256","CFI-400945","M5.1.F580","mRECIST","PR"
"4257","CFI-400945","M5.1.F580","best.average.response","-28.9704"
"4258","CFI-400945","M5.1.F580","slope","-60.1504"
"4259","CFI-400945","M5.1.F580","AUC","120.5896"
